CustomerId,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
15731511,808,7,118626.55,2,1,0,0
15809248,524,10,0,2,1,0,0
15640635,769,8,0,2,1,1,0
15676966,730,4,0,2,0,1,0
15699461,515,10,176273.95,1,0,1,0
15738721,773,9,102827.44,1,0,1,0
15693683,814,8,97086.4,2,1,1,0
15604348,710,8,0,2,0,0,0
15633059,413,9,0,2,0,0,0
15808582,665,6,0,1,1,1,0
15743192,623,6,0,2,0,0,0
15580146,738,9,82674.15,1,1,0,0
15776605,528,7,0,2,1,0,0
15804919,670,1,0,1,1,1,1
15613854,622,4,107073.27,2,1,1,1
15599195,582,1,88938.62,1,1,1,0
15812878,785,2,99806.85,1,0,1,0
15602312,605,5,150092.8,1,0,0,0
15744689,479,9,92833.89,1,1,0,1
15803526,685,3,90536.81,1,0,1,0
15665790,538,7,108055.1,2,1,0,0
15715951,562,2,100238.35,1,0,0,0
15591100,675,9,106190.55,1,0,1,0
15609618,721,9,154475.54,2,0,1,1
15675522,628,9,132351.29,2,1,1,0
15705512,668,6,167864.4,1,1,0,0
15698028,506,1,0,2,1,0,0
15661670,524,8,107818.63,1,1,0,1
15600781,699,4,185173.81,2,1,0,0
15682472,828,8,129433.34,2,0,0,0
15580203,674,6,120193.42,1,0,0,0
15690673,656,6,0,2,1,0,0
15760085,684,10,126384.42,1,1,1,0
15779659,625,3,0,1,0,0,0
15627360,432,9,152603.45,1,1,0,1
15671137,549,1,0,1,0,1,1
15782688,625,0,148507.24,1,1,0,1
15575492,828,7,0,2,1,0,0
15591607,770,9,101827.07,1,1,0,0
15740404,758,3,0,2,1,1,0
15718369,795,9,130862.43,1,1,1,0
15677871,687,9,122570.87,1,1,1,0
15642004,686,1,0,2,0,1,0
15712543,789,7,124828.46,2,1,1,0
15584518,589,5,144895.05,2,1,1,0
15802381,461,5,63663.93,1,0,1,0
15610156,637,2,133463.1,1,0,1,0
15594408,584,2,213146.2,1,1,0,1
15640905,579,1,129490.36,2,0,1,1
15698932,756,10,137452.09,1,1,0,0
15724944,663,7,0,2,1,1,0
15628145,682,5,125851.93,1,1,1,0
15713483,793,2,0,1,1,0,1
15612350,691,5,40915.55,1,1,0,1
15800703,485,5,113157.22,1,1,1,0
15705707,635,8,138296.94,2,1,0,0
15754105,650,5,106967.18,1,0,0,0
15703264,735,9,120681.63,1,1,0,0
15794413,416,0,0,2,0,1,0
15650237,754,7,0,2,1,0,0
15759618,535,9,0,1,1,0,1
15811589,716,8,0,2,1,0,0
15689044,539,2,127609.59,1,1,0,0
15709368,614,6,0,2,1,1,0
15679145,706,7,0,1,1,0,1
15655007,758,7,0,2,0,0,0
15623595,586,2,0,2,1,1,0
15589975,646,6,97259.25,1,0,1,0
15804017,631,4,123246.7,1,0,0,0
15692132,717,6,101060.25,1,0,1,0
15641122,684,2,0,2,1,0,0
15630910,800,7,108007.36,1,0,0,0
15680772,721,2,0,2,1,1,0
15658929,683,0,133702.89,1,1,0,1
15585388,660,9,125189.75,2,1,1,0
15724623,704,7,113034.22,1,1,0,1
15588537,615,9,109013.23,1,1,0,0
15574692,667,2,0,2,1,0,1
15611325,682,9,57929.81,2,0,0,0
15587562,484,4,130114.39,1,1,0,0
15613172,628,5,95826.49,2,1,0,0
15651022,480,10,129608.57,1,1,0,1
15586310,578,4,169462.09,1,1,0,0
15625524,512,5,0,2,1,1,0
15755209,484,7,133868.21,1,1,1,0
15645248,510,0,0,2,1,1,0
15790355,606,5,190479.48,2,0,0,0
15762615,597,8,101993.12,1,0,1,0
15625426,754,3,161608.81,1,1,0,1
15716334,850,2,122311.21,1,1,1,0
15789669,510,2,0,2,1,1,0
15621075,778,1,162150.42,2,1,0,0
15810845,636,2,0,2,1,1,0
15719377,804,4,0,1,1,1,1
15654506,514,8,0,2,1,0,0
15771977,730,1,99010.67,1,1,0,0
15708710,525,0,0,1,0,1,0
15726676,616,5,0,2,0,1,0
15587421,687,7,111388.18,2,1,0,0
15726931,715,8,56214.85,2,0,0,1
15771086,512,3,84327.77,2,1,0,0
15756850,479,1,0,2,0,0,0
15702741,601,8,93012.89,1,1,0,0
15679200,580,9,61710.44,2,1,0,0
15594815,807,3,174790.15,1,1,1,0
15635905,616,6,0,2,1,1,0
15777892,721,3,107720.64,1,1,1,0
15656176,501,10,0,2,1,1,0
15811127,521,6,96423.84,1,1,0,0
15604482,850,2,141040.01,1,1,1,0
15622911,759,4,105420.18,1,0,1,0
15600974,516,5,0,1,0,1,1
15727868,711,2,129022.06,2,1,1,1
15627801,512,3,176666.62,1,1,0,0
15773039,550,3,0,1,1,1,0
15755262,608,3,89763.84,1,0,0,1
15679531,618,5,134954.53,1,1,1,0
15684181,643,5,0,1,1,0,1
15612087,671,2,106376.85,1,0,1,0
15752047,689,2,161814.64,2,1,0,0
15624592,603,8,0,2,1,1,0
15573152,620,9,0,2,0,0,0
15594917,676,1,63095.01,1,1,1,0
15785542,572,4,118287.01,2,0,0,0
15723488,668,7,106854.21,1,0,1,1
15680920,695,7,49512.55,1,1,0,0
15786308,730,9,0,2,0,0,0
15659366,807,1,105799.32,2,1,0,1
15774854,592,8,0,1,1,1,1
15725311,726,9,114722.05,2,1,1,0
15787155,514,7,0,1,0,1,0
15727829,567,2,0,2,1,1,0
15733247,850,10,0,1,1,0,1
15568748,671,6,99564.22,1,1,1,1
15699029,670,4,170557.91,2,1,0,0
15774393,694,9,0,2,1,1,0
15676895,547,6,74596.15,3,1,1,1
15637753,751,2,96888.39,1,1,0,1
15605461,594,3,130830.22,1,1,0,0
15808473,673,1,0,2,0,1,0
15627000,610,0,0,2,1,0,0
15787174,512,1,0,2,0,1,0
15723886,767,3,119714.25,2,0,1,0
15704769,585,5,113978.97,2,0,1,0
15772896,763,6,100160.75,1,1,0,1
15711540,712,2,0,1,1,1,0
15764866,539,3,116220.5,3,1,0,1
15794056,668,2,0,3,1,0,1
15795149,703,2,81173.83,2,0,1,0
15812009,662,4,0,2,1,0,0
15651001,725,5,116803.8,1,1,0,0
15813844,703,8,105961.68,2,0,1,0
15596175,659,6,117411.6,1,1,1,1
15576269,523,7,0,2,1,0,0
15797219,635,10,123497.58,1,1,0,1
15685500,772,7,152400.51,2,1,0,0
15599792,545,1,0,2,1,1,0
15657566,634,8,103097.85,1,1,1,0
15772423,739,8,126418.14,1,1,0,1
15628112,771,5,77846.9,1,0,0,0
15753754,587,1,0,2,1,1,0
15793726,681,0,0,2,0,1,0
15694717,544,2,79731.91,1,1,1,0
15665834,696,8,0,1,0,0,0
15765297,766,0,0,2,0,1,0
15636684,727,10,0,2,1,1,0
15592979,671,6,37266.67,2,0,0,0
15750803,693,6,127992.25,1,1,1,0
15607178,850,3,54901.01,1,1,1,0
15713853,732,9,108748.08,2,1,1,0
15673481,726,6,99906.19,1,1,0,0
15686776,557,6,184686.41,2,1,0,0
15673693,682,0,110654.02,1,0,1,0
15700696,738,9,79019.8,1,1,1,0
15813163,531,9,99240.51,1,1,0,0
15653857,498,2,0,2,1,1,0
15777076,651,7,0,2,1,0,0
15717398,549,7,0,1,0,0,1
15799217,791,7,52436.2,1,1,0,0
15787071,650,9,0,2,0,1,0
15619955,733,3,100337.96,3,1,0,1
15796505,811,1,149297.19,2,1,1,0
15725166,707,8,0,2,1,0,0
15800116,712,4,145605.44,1,0,1,0
15758685,706,7,0,2,1,1,0
15694456,756,3,0,1,1,1,1
15767339,777,10,0,2,1,0,0
15683562,646,6,84026.86,1,0,1,0
15782210,714,1,0,1,1,0,1
15668893,782,8,0,2,1,1,0
15669169,775,10,0,2,1,1,0
15643024,479,4,138718.92,1,1,1,1
15699389,807,7,118274.71,1,1,1,0
15708608,799,8,174185.98,2,0,1,0
15626144,675,7,113208.86,2,1,0,0
15573112,602,5,103907.28,1,1,0,0
15790678,475,8,119023.28,1,1,0,0
15727556,744,5,166297.89,1,1,1,0
15697307,588,10,0,2,1,0,0
15652266,703,9,63227,1,0,1,0
15607098,747,5,94521.17,2,1,0,0
15655774,583,7,0,2,1,0,0
15590241,750,9,112822.26,1,0,0,1
15785819,681,3,0,2,1,1,0
15723654,773,2,135903.33,1,1,0,0
15774510,714,4,125169.26,1,1,1,0
15684173,687,7,0,3,1,0,1
15650068,511,0,149117.31,1,1,1,0
15811490,627,5,0,2,1,1,0
15803976,694,10,0,2,1,0,0
15682541,616,6,132311.71,1,0,0,0
15695699,687,8,0,2,1,0,0
15624188,712,6,0,2,1,1,0
15812191,553,4,118082.89,1,0,0,0
15636673,667,1,119266.69,1,1,1,0
15594898,731,2,0,1,1,1,1
15660211,629,7,156847.29,2,1,0,0
15773972,614,4,137104.47,1,1,0,1
15746726,438,8,78398.69,1,1,0,0
15712287,652,4,0,2,1,1,0
15702919,729,6,63669.42,1,1,0,0
15674398,642,3,0,2,0,0,0
15797960,806,0,135296.33,1,1,0,0
15631868,744,2,153804.44,1,1,1,0
15581539,474,3,0,2,0,0,0
15662736,559,2,147069.78,1,1,0,1
15666252,706,9,0,2,1,1,0
15677512,628,3,0,1,1,0,0
15626114,429,4,95741.75,1,1,0,0
15810834,525,2,145965.33,1,1,1,0
15678910,680,8,141441.75,1,1,1,0
15694408,749,1,139290.41,1,1,0,1
15585215,763,4,0,2,0,0,0
15682757,734,3,0,2,1,0,0
15736601,716,4,144428.87,1,1,0,0
15601848,594,2,0,2,1,0,0
15736008,644,9,95441.27,1,1,0,1
15669064,671,1,144848.74,1,1,1,0
15624528,664,7,116244.14,2,1,1,0
15598493,656,7,0,2,0,1,0
15601274,667,1,146502.07,1,1,0,0
15702669,663,2,117028.6,2,0,1,0
15728669,584,8,112013.81,1,1,0,1
15742668,626,6,108269.37,1,1,0,0
15697441,485,7,182123.79,1,1,0,1
15740476,659,3,150923.74,2,0,1,0
15648064,649,2,0,2,1,0,0
15636624,805,5,165272.13,1,1,0,1
15807923,716,10,115301.31,1,1,0,1
15745844,642,6,129502.49,2,0,1,1
15786170,659,4,118342.26,1,0,0,0
15681081,545,5,0,2,1,1,0
15684484,543,8,0,2,0,0,0
15785869,718,7,0,2,1,0,0
15763859,840,7,0,2,1,0,0
15658935,630,9,106937.05,2,1,0,0
15747358,643,3,170331.37,1,1,1,0
15735203,654,1,114510.85,1,1,1,0
15576256,582,5,0,2,1,1,0
15659420,659,3,107594.11,2,1,1,0
15593365,762,2,81273.13,1,1,1,0
15777352,568,7,169399.6,1,1,0,0
15812007,670,6,0,2,1,1,0
15625461,613,1,187841.99,2,1,1,0
15739438,539,0,0,2,1,0,0
15611759,850,8,126776.3,2,1,1,0
15661629,522,9,126436.29,1,1,0,1
15633950,737,1,101960.74,1,1,1,0
15592386,520,3,0,2,0,1,0
15803716,706,3,0,2,0,1,0
15696674,643,2,150842.93,1,0,1,1
15706365,648,9,102535.57,1,1,1,0
15745088,443,9,99027.61,2,1,0,0
15676715,640,9,0,2,1,1,0
15613085,628,3,0,1,1,1,0
15633537,540,9,87271.41,2,1,0,0
15594720,460,8,102742.91,2,1,1,0
15684042,636,2,40105.51,2,0,1,0
15583303,593,2,152265.43,1,1,0,0
15611579,801,4,141947.67,1,1,1,0
15774696,640,1,106307.91,2,0,1,0
15694506,611,0,107884.81,2,1,1,0
15688074,802,1,125013.72,1,1,1,0
15759537,717,7,58469.37,2,1,1,0
15758449,769,8,0,1,0,1,0
15583456,745,10,117231.63,3,1,1,1
15667871,572,4,152390.26,1,1,0,0
15677371,629,2,34013.63,1,1,0,0
15629677,687,2,0,3,0,0,1
15713578,483,9,0,2,1,1,0
15591509,690,7,101583.11,2,1,0,0
15568240,492,10,77168.87,2,0,1,0
15622993,709,8,124695.72,2,1,0,0
15689294,705,3,105934.96,1,1,0,0
15720910,560,9,0,1,1,1,0
15721181,611,6,0,2,1,0,0
15776433,730,2,0,2,1,1,0
15748936,709,2,0,2,0,1,0
15717225,544,10,161525.96,2,1,0,0
15685226,712,7,147199.07,1,1,1,0
15785611,752,3,183102.29,1,1,1,0
15573456,648,9,127209,2,1,0,1
15684548,556,8,0,2,0,0,1
15620505,594,0,97378.54,1,1,1,0
15807432,645,2,136925.09,2,0,1,0
15584766,557,3,54503.55,1,1,1,0
15612187,547,8,155726.85,1,1,0,0
15762218,701,9,0,2,0,1,0
15646372,616,1,135842.41,1,1,0,1
15690452,605,1,63349.75,1,1,0,0
15747795,593,4,129499.42,1,1,1,0
15781589,751,8,0,2,0,1,0
15732674,443,6,70438.01,2,0,1,0
15642291,685,8,0,2,1,1,0
15692761,718,9,0,1,1,0,0
15578045,538,9,141434.04,1,0,0,1
15745354,611,4,0,2,1,0,0
15701376,668,10,152958.29,2,1,1,0
15691625,537,3,138306.34,1,1,0,0
15566594,709,10,0,2,0,0,0
15760431,850,1,0,2,1,1,0
15686302,745,3,124328.84,1,1,1,0
15801559,693,9,181461.48,3,1,1,1
15810432,795,8,0,2,1,0,0
15809616,626,8,0,2,0,0,0
15720559,487,5,110368.03,1,0,0,1
15695632,556,9,89588.35,1,1,1,0
15659843,643,6,0,2,0,0,0
15615624,605,6,0,2,0,0,0
15810418,756,3,115924.89,1,1,0,1
15716186,586,2,0,2,1,0,0
15674551,535,7,111756.5,1,1,0,1
15622834,678,4,0,1,1,0,0
15566111,596,9,0,1,1,0,0
15784597,648,9,162923.85,1,1,0,0
15652883,492,10,124576.65,2,1,0,0
15806964,702,0,80793.58,1,1,1,0
15576313,486,9,71340.09,1,1,0,0
15806467,568,1,99282.63,1,0,0,1
15597602,619,3,137946.39,1,1,1,1
15743040,724,2,127892.57,2,0,1,0
15705521,548,0,101084.36,1,1,0,0
15595039,545,8,114754.08,1,1,0,1
15799384,683,8,0,1,0,0,0
15581197,762,3,99286.98,1,0,1,0
15693737,627,4,79871.02,2,1,0,0
15624623,516,10,104088.59,2,0,0,0
15783501,800,2,168190.33,2,1,0,0
15690134,464,3,85679.25,1,1,1,0
15782735,626,3,0,1,0,0,0
15611088,790,9,0,2,1,0,0
15672145,534,7,121551.58,2,1,1,0
15732628,745,2,122220.19,1,1,1,0
15787470,553,3,116528.15,1,0,0,1
15803406,748,1,77780.29,1,0,1,0
15730460,722,2,0,1,0,0,0
15644572,501,4,125832.2,1,1,1,0
15694860,675,6,68065.8,1,0,0,1
15658169,778,6,127299.34,2,1,0,0
15794396,494,7,174937.64,1,1,0,0
15785798,850,9,0,2,0,1,0
15710825,592,7,110071.1,1,0,0,0
15668444,590,3,139432.37,1,1,0,0
15726631,758,6,127357.76,1,0,1,0
15733797,506,5,0,2,1,0,0
15747960,733,3,0,1,1,1,0
15634632,711,3,0,2,1,0,0
15707362,514,1,95556.31,1,0,1,1
15662976,637,8,0,1,1,1,0
15732778,468,1,111681.98,2,1,1,0
15718443,539,3,0,2,1,0,0
15670039,509,3,108738.71,2,1,0,0
15773792,662,4,133950.37,1,1,1,1
15613786,818,4,0,2,1,1,0
15726032,608,9,89968.69,1,1,0,0
15663252,850,9,0,2,1,1,0
15593782,816,5,130878.75,3,1,0,1
15633283,536,8,0,2,1,0,0
15749167,753,3,0,2,1,1,0
15759298,631,10,134169.62,1,1,1,0
15683625,703,1,149762.08,1,1,0,1
15635367,774,2,93844.69,1,1,0,0
15681705,785,8,0,2,1,0,0
15603156,571,1,0,2,1,0,0
15591986,621,6,141078.37,1,0,0,1
15798888,605,1,117992.59,1,1,1,0
15809722,611,8,100812.33,2,1,0,0
15677538,569,7,0,1,1,1,0
15797736,658,4,80262.6,1,1,1,0
15695585,788,6,156478.62,1,0,1,0
15744398,525,5,0,2,1,0,0
15750658,798,8,0,3,0,0,0
15578186,486,9,115217.99,2,1,0,0
15676519,615,9,0,2,1,0,1
15637954,730,0,155470.55,1,1,1,0
15758639,641,7,0,2,1,0,0
15613772,542,3,135096.77,1,1,1,1
15731744,692,2,0,2,0,1,0
15807709,714,9,180075.22,1,1,1,0
15714689,591,1,97541.24,1,1,1,0
15699005,710,2,156067.05,1,1,1,0
15624170,639,4,81550.94,2,0,1,0
15725679,531,6,0,1,0,0,1
15585865,673,2,170061.92,2,0,0,1
15804256,765,8,92310.54,2,1,1,0
15662403,622,6,169089.38,2,1,0,0
15733616,806,5,80613.93,1,1,1,0
15591995,757,8,121581.56,2,1,1,0
15677020,570,8,0,1,0,1,1
15727688,555,4,0,2,1,1,0
15715941,692,5,0,2,1,1,0
15714485,774,5,85891.55,1,1,0,1
15730059,638,9,77637.35,2,1,1,0
15715527,543,4,0,1,0,0,0
15576623,584,5,0,2,1,0,0
15805565,691,7,116927.89,1,1,0,0
15677307,684,6,137326.65,1,1,0,0
15773890,733,5,0,2,1,1,0
15598883,599,2,0,2,1,1,0
15568506,524,10,67238.98,2,1,1,0
15761043,632,6,86569.76,2,1,0,0
15782236,735,5,0,2,0,0,0
15593601,734,6,133598.4,1,1,1,0
15682048,605,3,136188.78,1,1,1,1
15746902,793,9,0,2,1,0,0
15752081,468,10,0,3,0,1,1
15781307,779,7,120092.52,2,1,0,0
15775912,698,4,101238.24,2,0,1,1
15745417,707,6,89685.92,1,0,1,0
15671256,850,1,211774.31,1,1,0,1
15653547,850,7,131317.48,1,1,1,0
15595766,527,5,93722.73,2,1,1,0
15742358,696,8,101160.99,1,1,1,0
15763274,661,3,120320.54,1,0,0,0
15786063,776,2,0,2,1,1,0
15600258,701,2,0,2,1,1,0
15573318,610,8,0,2,1,0,0
15653849,572,3,152827.99,1,1,0,1
15694272,673,1,64097.75,1,1,1,0
15736112,519,2,119035.35,2,1,1,0
15749851,702,4,135219.57,1,0,1,0
15663478,729,6,93694.42,1,1,1,0
15592300,543,10,59408.63,1,1,0,0
15567832,550,7,114354.95,1,1,0,0
15776780,608,1,0,1,1,0,1
15592846,639,10,128173.9,2,1,0,0
15739803,686,9,0,2,1,0,0
15794142,564,5,114931.35,3,0,1,1
15762729,745,1,111071.36,1,1,0,1
15667896,833,8,151226.18,2,1,1,0
15626578,622,9,0,2,1,1,0
15776223,597,4,64740.12,1,1,1,0
15705953,721,0,169312.13,1,1,0,1
15802593,504,7,0,3,0,1,1
15615457,842,2,112652.08,2,1,0,0
15708916,587,0,0,2,1,0,0
15720187,479,7,143964.36,2,1,0,0
15595440,508,7,122451.46,2,1,1,0
15600651,749,1,0,3,1,1,0
15750141,721,3,65253.07,2,1,0,0
15657284,674,6,106901.94,1,1,1,1
15763063,685,10,128509.63,1,1,0,0
15709324,417,7,0,2,1,0,0
15711309,574,3,129834.67,1,1,0,0
15775318,590,3,154962.99,3,0,1,1
15705515,587,5,138241.9,2,1,0,0
15634844,598,3,91536.93,1,1,0,1
15717046,741,3,0,2,1,1,0
15571816,850,5,0,1,1,1,0
15670080,584,7,105204.01,1,0,1,0
15800440,650,1,152968.73,1,0,1,0
15665678,607,8,158261.68,1,1,1,0
15665956,509,1,0,1,1,0,1
15788126,689,6,121021.05,1,1,1,0
15811773,543,4,0,2,1,1,0
15651674,438,2,0,1,0,0,1
15689614,687,1,137715.66,1,1,1,0
15795564,737,5,121192.22,2,1,1,0
15706647,761,7,0,3,1,1,0
15728505,601,1,100486.18,2,1,1,0
15730076,651,1,0,1,1,0,1
15622003,745,9,92566.53,2,1,0,0
15607312,648,10,0,2,1,1,1
15644753,848,3,110929.96,1,1,1,0
15653620,546,8,0,2,1,1,0
15761986,439,3,138901.61,1,1,0,0
15633922,755,4,123217.66,2,0,1,0
15734674,593,6,0,1,1,0,0
15658032,701,2,0,2,1,1,0
15692671,701,8,0,2,1,0,0
15737741,607,2,108431.87,2,0,1,1
15576352,586,3,0,2,0,1,0
15753719,547,9,72392.41,1,1,0,0
15803689,647,1,119741.77,2,0,0,1
15718057,760,2,100946.71,1,0,0,1
15722010,621,9,170491.84,1,1,0,1
15680998,725,5,0,1,1,1,0
15614782,526,1,0,1,1,0,0
15591047,519,6,157296.02,2,0,0,1
15788291,713,7,144606.22,1,1,1,1
15604044,700,8,134811.3,1,1,0,0
15679587,666,9,115897.12,1,1,1,0
15775153,630,4,82034,1,0,0,0
15603925,779,4,174318.13,2,0,1,0
15680970,611,2,114206.84,1,1,0,0
15697183,685,9,0,2,1,0,0
15567446,646,9,111574.41,1,1,1,0
15637476,683,5,162448.69,1,0,0,1
15714939,484,4,148249.54,1,0,1,0
15683503,601,8,0,3,0,1,1
15645569,762,7,123709.46,2,1,1,0
15782569,687,9,0,1,0,1,0
15592387,566,5,0,1,1,0,1
15609286,702,10,150525.8,1,1,1,0
15814035,601,9,0,1,1,1,0
15661249,699,4,0,2,0,1,0
15629117,584,10,0,2,1,0,0
15607170,699,5,0,2,1,1,0
15586585,698,2,111018.98,1,1,0,0
15686611,495,10,129755.99,1,0,0,0
15603203,650,6,0,2,1,0,0
15619857,605,2,129555.7,1,1,1,0
15805062,667,1,87202.38,1,1,1,0
15660271,688,8,146133.39,1,1,1,0
15745295,727,0,0,1,1,0,1
15719352,754,6,170184.99,2,1,0,0
15766575,612,8,140745.33,1,1,0,1
15594594,546,7,139070.51,1,1,1,0
15646161,673,8,0,2,1,1,0
15682585,593,9,114193.24,1,1,0,0
15603134,656,10,167878.5,1,0,1,0
15636444,535,5,141616.55,2,1,1,0
15773456,678,3,145747.67,2,0,1,0
15745307,477,2,129120.64,1,0,1,0
15604119,850,7,110349.82,1,0,0,0
15626900,427,1,141325.56,1,1,1,0
15605447,752,2,78653.84,1,1,0,0
15589030,649,1,0,2,1,1,0
15692463,799,3,142253.65,1,1,0,0
15712403,589,1,0,1,1,0,1
15811762,583,6,115988.86,1,1,0,1
15718673,839,10,75592.43,1,1,0,0
15724282,540,3,164113.04,2,1,1,0
15738181,850,6,67996.23,2,0,0,1
15633648,696,5,0,2,1,0,0
15603323,660,1,0,2,0,0,0
15583725,682,1,138778.15,1,0,1,0
15588350,744,10,147832.15,1,0,1,0
15798398,785,4,135438.4,1,0,0,0
15784844,752,5,116060.08,1,1,0,1
15580684,706,5,112564.62,1,1,0,0
15809663,583,1,125406.58,1,1,1,0
15640078,660,5,135134.99,1,1,0,1
15698786,819,9,133102.92,1,1,0,1
15569807,673,8,42157.08,1,1,0,1
15730830,752,3,0,2,1,1,0
15805112,578,7,82259.29,1,1,0,0
15633064,438,4,0,2,1,0,0
15703119,652,6,0,2,1,1,0
15730447,629,4,0,2,1,1,0
15813850,720,7,0,1,1,1,0
15711889,668,3,150461.07,1,1,0,0
15664610,459,4,133994.52,1,1,1,1
15751710,729,8,164870.81,2,1,1,0
15692926,498,8,121702.73,1,1,1,0
15813741,549,6,193858.2,1,0,1,0
15698474,601,1,131039.97,2,1,1,0
15568595,544,9,113829.45,1,1,1,0
15603065,751,6,0,2,1,0,0
15592937,632,3,81877.38,1,1,1,0
15699637,694,8,116326.07,1,1,1,0
15667215,678,2,0,2,1,1,0
15788659,695,4,0,2,1,1,0
15763218,661,1,0,2,0,1,0
15645772,661,9,0,2,1,1,0
15725511,559,3,127070.73,1,0,1,0
15575024,503,3,0,2,1,1,0
15640825,695,3,122549.64,1,1,1,0
15662397,640,5,176099.13,1,1,1,0
15576368,624,3,122388.38,2,0,0,0
15674991,667,9,0,2,0,1,0
15721024,642,0,0,1,0,0,0
15745621,640,6,118879.35,2,1,1,0
15642394,529,5,0,2,1,1,0
15754605,563,5,0,2,1,1,0
15607040,593,4,88736.44,2,1,0,0
15715142,739,7,102703.62,1,0,1,1
15810978,788,1,0,2,1,1,0
15668886,684,3,0,2,1,0,0
15780804,482,5,97318.25,1,0,1,0
15613880,591,5,128468.69,1,0,1,0
15775238,651,4,133432.59,1,0,1,0
15786905,749,8,141782.57,2,0,0,0
15747867,583,9,135125.28,1,0,0,0
15600337,661,2,178820.91,1,0,0,1
15801277,715,2,112212.14,2,1,1,0
15579334,769,5,126674.81,1,1,0,1
15802741,625,7,136294.97,1,1,0,1
15720649,641,5,66392.64,1,1,0,0
15589493,716,1,122552.34,2,1,0,0
15688251,767,1,76408.85,2,1,0,0
15665238,745,8,145071.24,1,0,0,0
15740900,589,6,0,2,1,1,0
15681068,796,2,109730.22,1,1,1,0
15748625,664,6,0,2,1,1,0
15727299,445,1,64119.38,1,1,1,1
15620204,543,1,106138.33,2,1,1,1
15669516,746,2,0,2,1,1,0
15736534,742,0,181656.51,1,1,1,0
15803457,750,5,0,2,1,0,0
15659098,669,7,95128.86,1,0,0,0
15603436,594,2,126615.94,2,0,1,0
15566292,574,1,0,2,0,1,0
